Datum,Anzahl_Messwerte,Windgeschwindigkeit,Windrichtung,Strahlung,Luftdruck,Temp_2m,Temp_5cm,Bodentemp_-10cm,Luftfeuchte,Niederschlagsmenge
2016-09-29,720,6.3,236.7,172,1019,18.9,19.4,17.3,56,0
2016-09-28,720,6.2,245.2,125.6,1025,16.2,16.2,15.6,72,0
2016-09-27,720,2.6,246.5,134.6,1026,14.5,15.3,15.8,84,0
2016-09-26,720,3.3,248.9,124.1,1022,14.3,14.5,14.6,79,0
2016-09-25,720,3.7,169.5,144.2,1022,15.1,15.3,15,70,0
2016-09-24,720,2.8,225.1,167.4,1026,14.8,16,15.7,73,0
2016-09-23,720,3.6,245.4,158,1024,15,15.7,15.6,69,0
2016-09-22,720,2.2,159.5,141.7,1022,13,13.9,14.5,76,0
2016-09-21,720,2.8,248.6,109.8,1020,12.1,12.9,14.6,81,0
2016-09-20,720,2.3,180.3,126.8,1019,11.4,12.4,14.8,77,0
2016-09-19,719,3,95.4,72.2,1016,11.9,12.2,14.8,91,4.6
2016-09-18,720,3.7,45.4,14.1,1013,11.6,11.6,15,100,1.5
2016-09-17,719,4,186,13.1,1011,15,14.9,18,100,56.8
2016-09-16,720,3.5,250.6,173.4,1013,19.6,21,22,71,1.8
2016-09-15,720,3.6,117.1,212.9,1015,20.3,21.2,22,54,0
2016-09-14,719,4.4,127.1,197.7,1017,22.3,22.8,22.7,54,0
2016-09-13,719,3.3,142.5,155.7,1018,23.4,24,22.7,57,0
2016-09-12,719,3.1,134.1,176.1,1020,23.7,24.5,23.3,56,0
2016-09-11,720,2.9,214.1,209.3,1019,23.3,25.1,23.8,59,0
2016-09-10,720,3.2,123.5,202.4,1018,21.7,22.7,22.2,70,0
2016-09-09,720,2.7,217.7,190.8,1018,20.8,22.2,21.4,71,0
2016-09-08,720,4.2,174.1,229.2,1016,21.3,21.9,20.2,64,0
2016-09-07,720,2.7,138.3,224.6,1024,18.9,19.8,19.4,72,0
2016-09-06,663,2.3,143,147.9,1027,14.9,16,18.7,86,0
2016-09-05,720,5.5,277.3,73.5,1016,14.3,14.2,17.5,95,13.3
2016-09-04,720,5.7,240.3,115.8,1013,18.3,18.5,20.6,73,15.8
2016-09-03,720,3.8,239.9,189.8,1018,20.5,21.9,23.6,57,0
2016-09-02,720,2.6,214.6,209.5,1021,19.5,21.4,23.3,63,0
2016-09-01,719,3.2,254.4,188.5,1021,20.4,21.8,23,52,0
2016-08-31,719,3.5,166.4,258.6,1023,18.2,19.9,22.7,52,0
2016-08-30,720,2.6,198.5,239.1,1026,16.4,19,23.4,62,0
2016-08-29,720,4.2,283.5,176.4,1018,20.1,21.5,24.5,67,0
2016-08-28,720,4.4,219.5,246.7,1016,25.5,26.9,26.3,50,0.4
2016-08-27,720,3.6,166.4,264.2,1020,24.9,26.8,25.8,49,0
2016-08-26,720,5.6,181.3,274.7,1020,24.4,25.7,24.6,45,0
2016-08-25,720,4.2,160,271.7,1022,22.3,23.6,23.4,55,0
2016-08-24,720,2.8,133.9,271.8,1026,21.3,23.4,22.9,68,0
2016-08-23,720,3.1,196.2,222.3,1028,19.8,21.5,21.3,70,0
2016-08-22,720,4.2,259.5,172.3,1026,16.8,17.9,18.7,72,0
2016-08-21,720,4.1,258.9,181.6,1019,16.8,17.8,20.3,77,5.9
2016-08-20,720,3.1,231.9,182.8,1015,20.7,21.4,22.3,66,2.3
2016-08-19,720,3.2,206.2,240.5,1012,19.9,21.7,21.4,49,0
2016-08-18,720,2.5,203.3,287.4,1011,16.1,18.7,20,61,0
2016-08-17,720,2.2,121.2,186.6,1016,13.6,15.6,18.8,76,0
2016-08-16,719,2.2,168.2,201.6,1019,15.1,16.9,19.4,68,0
2016-08-15,720,2.3,170,236,1023,16.5,18.6,20.5,71,0
2016-08-14,720,2.8,277.8,163.8,1023,17.8,18.6,19.7,74,0
2016-08-13,720,4.8,252.5,224.6,1023,19.8,20.6,20,74,0.1
2016-08-12,720,4.7,246.4,83.7,1023,13.8,14,16.3,88,1.7
2016-08-11,720,3.9,261.2,224.4,1022,12.3,13.9,16.2,66,0
2016-08-10,720,2.6,221.2,106.9,1019,11.2,11.8,16.7,83,2.9
2016-08-09,720,2.4,303.1,111.8,1019,15.5,16.3,19.8,73,0.4
2016-08-08,719,5.1,249.3,254.2,1020,21.3,22.4,22.6,59,0
2016-08-07,720,3.8,253.2,285.5,1027,18.8,20.9,21.4,63,0
2016-08-06,720,4.1,277.8,214.2,1025,17,18.5,19.8,74,0
2016-08-05,720,3.2,281.9,80.5,1017,15.7,16.1,19.4,90,13.1
2016-08-04,720,3.8,221.9,213.9,1013,21.1,22.3,22.5,74,0
2016-08-03,720,4.8,236.6,119.2,1015,18,18.4,19.2,86,1.1
2016-08-02,720,4.4,226.4,108.7,1017,15.2,15.4,17.1,77,0.6
2016-08-01,719,4.2,275,189,1018,15.9,17.1,19.8,75,0.5
2016-07-31,719,3.3,228.2,99.5,1013,18.3,18.6,21.1,86,5.1
2016-07-30,720,3.6,254.7,218.5,1014,20.6,22,23.2,69,0.1
2016-07-29,716,4.2,244.4,191.1,1014,20,21,22.2,71,0.3
2016-07-28,720,2.8,248.9,237.8,1017,20.3,22.3,22.7,71,0
2016-07-27,720,3,197.9,108.2,1017,19.4,19.5,22.1,87,4.6
2016-07-26,720,2.6,209.8,182,1020,21.2,23,24.3,79,0
2016-07-25,720,2.3,191.2,306.2,1019,22.8,25.3,24.8,69,0
2016-07-24,720,2.1,91.9,163.2,1019,20.4,21.5,23,86,17.9
2016-07-23,720,3.2,128.9,217.7,1018,21.2,22.4,24.4,71,4.2
2016-07-22,720,2.8,123.2,314.2,1017,22.2,24.3,24.6,69,0
2016-07-21,720,3.5,220.8,106.8,1016,19.8,19.9,22.4,79,3
2016-07-20,720,2.7,142,323.7,1019,21.8,24.6,26,64,0
2016-07-19,719,3.4,226.1,289.5,1022,21,23.3,24.3,66,0
2016-07-18,720,4.6,286.4,235.4,1021,19.1,20.9,21.3,69,0
2016-07-17,720,4.1,275.6,119.7,1021,17.8,18.1,20,89,1.2
2016-07-16,720,3.7,282.6,292.9,1024,17,19.4,19.5,64,0
2016-07-15,720,5.7,271.9,108.4,1022,12.6,12.9,15.7,87,0.5
2016-07-14,720,5.8,299.6,84.9,1014,12.8,12.9,17.2,91,5.8
2016-07-13,719,2.8,249.2,187,1013,17,18.6,21.9,78,9.9
2016-07-12,720,3.2,253.3,156.9,1013,19.6,20.8,23.8,68,0
2016-07-11,720,5.6,243.1,259.8,1011,25,26.2,26,55,0
2016-07-10,720,3.7,210.7,292.7,1016,22.6,24.5,23.8,60,0
2016-07-09,720,5.2,276.8,248.6,1018,17.8,19.1,20.4,69,0
2016-07-08,720,4.3,223,231.9,1017,19.2,20.6,22,60,8.8
2016-07-07,720,3.3,274.5,269.9,1021,15.3,17.5,19.8,64,0
2016-07-06,720,7.6,279.7,206.9,1017,14.3,15.1,17.2,67,0
2016-07-05,720,5.3,236.7,255.8,1015,18.6,19.8,21.5,67,5.5
2016-07-04,720,3.2,228.8,345.4,1022,16.5,19.2,20,62,0
2016-07-03,720,4.3,253.8,229.2,1020,13.5,14.6,17.6,77,3.5
2016-07-02,720,4.1,239.3,101.8,1015,17.3,17,20.1,83,3.5
2016-07-01,720,3.8,235.3,298.2,1017,21.6,23.4,24.4,62,0
2016-06-30,720,3.2,232.7,182.6,1015,19.5,20.7,21.4,68,0
2016-06-29,719,5.3,234.6,308.6,1014,19.8,21.1,21.5,68,4.2
2016-06-28,720,2.9,212.6,201.7,1018,16.9,18.1,21.3,80,5
2016-06-27,554,3.9,273.2,359.4,1019,18.4,21.5,23.4,59,0
2016-06-26,0,0,0,0,0,0,0,0,0,0
2016-06-25,0,0,0,0,0,0,0,0,0,0
2016-06-24,0,0,0,0,0,0,0,0,0,0
2016-06-23,643,4.2,167.5,392.8,1024,24.9,27.3,27.3,59,0
2016-06-22,720,2.7,190.5,221.4,1025,20.6,22.4,23.7,71,0.1
2016-06-21,719,3.5,235,206.4,1021,18.1,20,22,71,0
2016-06-20,720,2.4,169,289.1,1021,16.6,19.6,21.6,72,0
2016-06-19,720,3.3,278.6,257.7,1021,15.9,18.5,20.2,76,0
2016-06-18,720,4.3,253.6,284.6,1016,16.4,18,18.5,71,0.2
2016-06-17,720,6.2,264.5,111.5,1005,14.3,14.2,16.5,91,23.8
2016-06-16,720,2.8,149.1,196.2,1004,16.3,17.8,18.9,76,2.8
2016-06-15,719,3.7,238.5,174.4,1002,15.1,15.8,18.9,80,1.6
2016-06-14,720,3.6,233.7,230.8,1001,16.1,18.5,21.3,79,1.6
2016-06-13,719,3,253.5,176.7,1002,16,17.4,20.2,85,0.4
2016-06-12,720,2.5,159.6,179.8,1009,15.9,17.4,20.6,80,2.2
2016-06-11,720,2,188.4,149.6,1012,15.5,17.4,21.1,66,0
2016-06-10,720,4,283.9,294.6,1012,15.9,18.9,23,66,0
2016-06-09,627,3.5,297.3,223.8,1016,15.7,18.6,23,78,0
2016-06-08,720,3.4,262.8,339.8,1018,19.3,22.8,24,61,0
2016-06-07,720,2.9,125.1,339.2,1023,18.8,23.1,21.9,57,0
2016-06-06,720,3.5,123.2,357.3,1021,18.8,22.3,21.3,66,0.1
2016-06-05,720,3,135.1,325.4,1017,19.1,22.8,21.5,73,9
2016-06-04,720,2.1,137.9,212.5,1013,18,19.5,19.8,81,2.4
2016-06-03,720,2.8,128.8,115.7,1011,16.3,16.9,18.8,93,4.6
2016-06-02,720,2.3,156.2,228.1,1011,16.9,19.1,20.1,83,17
2016-06-01,720,2.2,200.7,125.5,1011,16.8,17.7,19.4,92,8.4
2016-05-31,719,2.4,234.2,172,1011,17.4,18.7,20.2,80,0.4
2016-05-30,720,3.1,167.6,247.4,1005,19.4,20.6,21.5,73,0
2016-05-29,720,2.8,116,269.5,1007,20.1,21.7,21.1,76,0
2016-05-28,720,2.3,100,231,1014,17.6,19,19.9,85,4.7
2016-05-27,720,2.6,105.7,162,1017,15.5,16.6,17.9,82,30.1
2016-05-26,720,2.2,233.7,207,1017,15,17.4,18.2,79,0
2016-05-25,720,3,287.9,74.4,1015,11.6,12.3,15.1,95,0.5
2016-05-24,720,4.2,286.9,80.1,1010,12.9,13.5,16.3,98,0
2016-05-23,720,3.9,271.8,84.3,1009,16.2,16.6,18.5,81,23.8
2016-05-22,720,4.9,162.8,301,1012,21,22.4,22,48,0
2016-05-21,720,3.1,217.5,240,1018,17.2,19.2,19.8,56,0
2016-05-20,719,4.3,263.8,273,1018,15.5,17.6,18.2,62,0
2016-05-19,720,3,208.7,189.2,1011,14.7,16,15,56,0
2016-05-18,720,3.8,234.5,207.4,1013,12.6,14.1,13.4,58,0
2016-05-17,720,5.3,269.3,100.4,1016,7.9,8.1,9.6,74,0
2016-05-16,429,4.3,278.9,211.5,1016,7,7.9,11.9,73,2.1
2016-05-14,526,5.2,286.1,209.5,1005,8.7,10,14.3,76,0
2016-05-13,720,3.5,186.4,224.7,999,14.3,16,18.6,85,2.4
2016-05-12,720,4.5,112.7,234.6,1002,15.8,16.4,18.5,67,6.1
2016-05-11,719,5,135.5,287.3,1009,16.1,17.4,19.4,61,0
2016-05-10,720,4.5,139.9,313.6,1014,16.8,17.9,19.7,56,0
2016-05-09,720,4.5,114,307.2,1018,16.3,17.4,18.9,60,0
2016-05-08,720,5.2,115.3,284.6,1018,15.7,16.3,17.6,54,0
2016-05-07,720,5.2,132.3,322.3,1017,17.1,18.1,18.2,43,0
2016-05-06,719,4.2,149.1,326.2,1020,15.9,16.8,16.9,52,0
2016-05-05,720,2.9,139.2,301.5,1026,11.3,13,14.4,75,0
2016-05-04,719,4,260.2,58.2,1026,6.2,6.4,10.6,93,3.3
2016-05-03,719,4.3,258.7,255.4,1018,10.2,12.1,14.3,71,0
2016-05-02,719,3.1,97.3,219,1022,10.5,11.6,13.2,67,0
2016-05-01,720,4.6,72.1,244.7,1020,11,12,13.1,62,0
2016-04-30,720,4,147.1,257.1,1017,12.2,12.5,11.8,44,0
2016-04-29,720,4,182.2,262.1,1018,7.7,8.5,8.7,54,0
2016-04-28,720,5.4,245.2,224.8,1013,4.6,5.5,6.9,70,0.3
2016-04-27,720,7.6,243.1,166.1,1005,3.8,4.1,5.1,68,0
2016-04-26,720,5.6,225.6,156.4,999,3.1,3.3,6.2,81,4.3
2016-04-25,720,4.9,251.5,174.7,1007,2.7,3.6,6.6,73,0.1
2016-04-24,720,4.8,269,174.7,1009,1.9,2.5,6.6,83,0.7
2016-04-23,719,3.3,280.5,116.1,1009,3.9,4.6,9.3,83,2.8
2016-04-22,720,3,283.3,275.1,1017,7.8,9.4,12.6,63,0
2016-04-21,720,2.3,209.5,295.3,1024,9.2,11.4,12,64,0
2016-04-20,720,4.5,287.3,189.5,1028,6,6.7,8.7,70,0.1
2016-04-19,719,5.9,273.5,121.7,1022,7.1,7.1,7.9,68,0
2016-04-18,720,3.2,272.9,234.7,1019,7.4,8.4,10.1,69,0.1
2016-04-17,720,3.1,266.8,52.2,1009,6.8,6.6,8.8,93,10.6
2016-04-16,720,4.5,212.7,76.4,1004,10.3,9.6,9.6,81,2.9
2016-04-15,720,5,198.6,100,1007,8.6,8.1,8.9,80,1.8
2016-04-14,720,4.8,279.1,134.3,1010,8,8.4,11.4,89,0.2
2016-04-13,720,3.9,226.8,217.7,1007,11.5,12.8,13.6,77,2.4
2016-04-12,720,2.9,210.2,233.3,1011,11.4,12.5,12.6,75,1.1
2016-04-11,720,2.9,83.6,100,1014,7.3,8,9.6,88,0
2016-04-10,719,3.2,71.9,52.5,1013,5.2,5.4,8.8,92,0.5
2016-04-09,719,2.3,76.1,148.3,1009,6.8,7.4,9.7,67,0
2016-04-08,720,2.3,183.4,193.4,1011,8.6,10,11,58,0
2016-04-07,719,4.2,255.3,131.8,1009,9.4,9.6,10.2,65,0.5
2016-04-06,564,5.5,244.2,220.4,1010,11,11.2,11.8,64,2.3
2016-04-05,658,3,219.7,233.1,1006,14.6,15.8,11.7,68,0
2016-04-04,720,3,221.6,130.7,1008,14.3,13.7,11,66,0
2016-04-03,720,4.2,167.6,202,1013,14.4,14.5,10.1,54,0
2016-04-02,720,5.3,157.9,234.7,1020,8.8,8.7,6.4,55,0
2016-04-01,720,3.6,116.2,123.7,1019,3.8,3.8,5.3,91,8.1
2016-03-31,720,3.9,107.3,43.2,1011,6.5,6.2,7.1,92,9.7
2016-03-30,719,5.3,232.8,91.1,1011,7.8,7.1,6.7,81,1.8
2016-03-29,720,7.4,246.3,124.6,1007,7,6.2,6.5,71,2.5
2016-03-28,720,5.4,194.8,166.6,1007,9.2,9,7.2,67,1.8
2016-03-27,720,6.6,213.2,183.7,1012,8.4,8.3,6.3,67,0
2016-03-26,720,3.6,254.4,101.5,1017,5.9,5.8,6.2,87,0.4
2016-03-25,720,4.7,253.4,72.7,1012,4.9,4.7,5.2,86,2.8
2016-03-24,683,3.6,264.7,132,1012,3.2,3.4,5.1,85,0
2016-03-23,719,3.6,286.2,68.7,1007,3.5,3.5,4.9,94,2.5
2016-03-22,720,5.2,277.7,73.6,1010,3.6,3.2,4.4,92,1.7
2016-03-21,720,5.6,278.5,45,1013,3.7,3.2,4,91,2.8
2016-03-20,719,6.4,272.4,40.4,1015,3.3,2.9,3.9,84,0
2016-03-19,720,3.4,287.5,56.4,1018,3.4,3.3,4.9,94,1.5
2016-03-18,720,4,280.6,182.7,1018,3.7,4.5,4.6,83,0
2016-03-17,720,2.5,108.8,194.3,1026,5,5.6,4.2,71,0
2016-03-16,720,5.3,87.9,152.4,1029,2.9,3.3,3.3,80,0
2016-03-15,719,4.4,134.2,45.7,1024,1,0.8,1.8,94,4.1
2016-03-14,720,2.8,129.9,118.5,1031,0.8,1.6,2.5,87,0
2016-03-13,720,4.4,46.7,19.1,1033,0.2,0.1,2.1,100,0
2016-03-12,720,3.4,45,17.9,1029,0.8,0.8,2.7,99,0
2016-03-11,720,3.2,56,41.8,1025,2.6,2.7,3.5,94,0
2016-03-10,717,2.3,103.7,30.8,1017,2.5,2.4,2.9,93,0
2016-03-09,719,4.1,148.9,171.4,1012,2,2.4,2.3,76,0
2016-03-08,720,2.1,246.6,67.5,1012,1.1,0.9,2.1,87,0.3
2016-03-07,720,3,206.5,80.2,1003,1.9,1.7,2.1,83,1.6
2016-03-06,689,4.4,250.4,49.3,997,2.3,1.8,3,88,5.6
2016-03-05,719,4.1,177.7,105.5,995,5.2,5.1,3.3,69,0
2016-03-04,720,4.9,185.9,145.4,1002,2.8,2.6,1.7,69,0
2016-03-03,720,3,249.5,73.4,1001,2.2,1.8,1.8,78,0
2016-03-02,720,5.4,225.6,77.6,1001,3.3,2.1,1,87,1.1
2016-03-01,720,4.5,238.1,46.9,1015,-1.9,-1.3,0.7,96,2.4
2016-02-29,720,7.1,52.4,9.5,1016,-0.7,-1,0.6,98,3.6
2016-02-28,720,3.6,78.4,96.9,1014,0.3,0.5,0.5,85,0
2016-02-27,720,3.6,125.8,124.7,1010,0.2,0.1,0.5,72,0
2016-02-26,720,3.3,236.4,73.7,1012,-0.7,-0.6,0.8,83,0
2016-02-25,720,3.6,245.4,100.7,1010,-0.4,-0.2,1.2,85,0
2016-02-24,720,5.5,258.6,74.7,1014,0.7,0.5,2.1,90,0.2
2016-02-23,720,3.2,265.9,42.9,1009,0.8,0.5,2.8,98,5.7
2016-02-22,720,9.2,217.1,64.4,1005,7.7,7.2,6.5,83,5.3
2016-02-21,720,9.3,261.4,16.3,1007,8.3,7.4,5.3,94,13.3
2016-02-20,720,7.6,231.9,34.4,1014,2.2,1.4,1.4,86,8.7
2016-02-19,720,4,250.6,92.7,1017,1,1,1.8,80,0
2016-02-18,719,2.5,194.4,110.7,1016,2.7,2.6,2.4,77,0
2016-02-17,719,3.5,118.1,34.9,1021,-1.1,-1.5,1,96,0
2016-02-16,720,3.2,210.2,22.6,1032,-1.6,-1.6,1.8,97,0.9
2016-02-15,720,3.3,275,37.6,1009,2.9,2.6,3.5,92,0.8
2016-02-14,720,4.1,202.8,40.9,988,5.2,4.5,3.1,84,1.7
2016-02-13,720,3.6,151.2,109.8,993,1.7,1.5,1.1,79,0
2016-02-12,720,3.3,194.7,43.2,1001,1.5,1.1,1.7,83,0
2016-02-11,719,6.9,263.5,57.6,1001,2.5,1.9,2.5,83,0.3
2016-02-10,720,6.8,259.3,61.6,992,3.1,2.5,3.1,77,0.5
2016-02-09,720,9.8,215.6,42.7,994,6.5,5.6,3.8,73,1.6
2016-02-08,720,8.6,211.8,40.3,1001,6.5,5.5,3.8,71,0.5
2016-02-07,720,7.3,188.7,64.2,1005,5.9,5.2,3.6,71,0
2016-02-06,719,5.5,190.8,70.4,1016,6.5,5.5,3.8,80,0
2016-02-05,720,5.6,260.3,53,1023,2.6,2.2,2.7,93,2.2
2016-02-04,720,7.1,270.4,31.9,1018,1.3,0.7,2,90,0.7
2016-02-03,719,7.1,265.8,35.3,1013,3,2.3,3.6,82,0.6
2016-02-02,676,10.9,256.5,54.2,1012,9,8.4,6.6,80,4.7
2016-02-01,720,7.5,264.3,18.9,1013,7.8,7,5.1,91,8.2
2016-01-31,720,7.2,254.4,50.7,1008,2.3,1.7,2.4,84,2.8
2016-01-30,720,8.5,240.5,34.5,1012,6.2,5.3,3.8,76,2.4
2016-01-29,720,7.9,241.5,75.5,1023,5.3,4.6,2.7,66,0
2016-01-28,720,6.4,263.6,41.7,1020,7.2,6.2,5.2,73,2.2
2016-01-27,719,9.5,243,28.9,1017,10.2,9.3,5.6,65,0.2
2016-01-26,720,6.9,239,26,1023,9.1,8.2,4.2,79,0
2016-01-25,720,6.5,250.8,12,1026,6,5.1,1.8,99,3.2
2016-01-24,720,4.9,245.4,32.2,1031,3.4,2.6,0.4,86,0.2
2016-01-23,720,7.1,247.1,12,1027,0.3,-0.4,0.4,89,4.9
2016-01-22,720,5.9,182.1,82.4,1029,-6.9,-8,0.5,70,0
2016-01-21,720,2.9,249.5,31.4,1025,-5.9,-6.5,0.5,91,0.1
2016-01-20,719,5.6,269.3,21.4,1013,-4.1,-4.4,0.5,90,0.3
2016-01-19,720,4.3,189.5,73.5,1014,-8.3,-9.7,0.5,82,0
2016-01-18,720,2.1,216,48.5,1020,-5.9,-8.1,0.5,92,0.2
2016-01-17,720,3.9,289.1,23.1,1018,-3,-3.1,0.5,97,3
2016-01-16,720,3.3,247.8,29.6,1016,-2.2,-2.4,0.5,93,0
2016-01-15,720,4,208,30.2,1005,-0.1,-0.6,0.5,93,2.1
2016-01-14,719,4.5,209.7,63.5,1009,0.8,0.3,0.5,82,0.6
2016-01-13,720,7.8,264.6,5.4,1004,1.4,0.6,0.6,93,5.9
2016-01-12,719,6.8,255.3,19.5,993,3.5,2.5,0.5,89,2.6
2016-01-11,710,3.9,197.2,13.5,991,3.4,2.4,0.2,94,6
2016-01-10,720,4.8,186.6,21.9,997,3.4,2.2,0.1,87,3.2
2016-01-09,720,4.1,183.6,32.7,1004,0.9,-0.4,0,75,0
2016-01-08,720,7.7,246.2,64,1001,3.1,2.1,0.1,71,1.6
2016-01-07,720,3.7,156.8,54,999,-0.1,-0.6,0.1,93,0
2016-01-06,720,1.4,117.2,13.1,999,-1.9,-2,0.1,99,0.2
2016-01-05,718,1.4,157,21.6,995,-0.8,-0.8,-0.1,99,1.2
2016-01-04,720,4.3,167.3,13.3,994,-4.9,-5.1,-0.8,86,0.7
2016-01-03,720,5,145.5,14.7,1011,-4.1,-4.2,0,86,0
2016-01-02,720,4.2,130.3,11.6,1018,-1.3,-2,0.4,96,0
2016-01-01,720,3.9,225.4,12.2,1025,0.4,-0.3,0.5,98,0
2015-12-31,719,6.7,184.3,50.4,1023,0.1,-0.5,0.4,60,2.1
2015-12-30,720,5.3,160.6,49.9,1030,1.7,1,2.2,78,0
2015-12-29,720,3.7,163.3,42.7,1029,5.1,4.5,5.3,88,0
2015-12-28,720,3.2,205.2,6.9,1030,8.6,7.9,7,86,0
2015-12-27,720,7.1,249.6,44,1027,10.3,9.2,6.3,68,0
2015-12-26,720,9.2,248.3,51.3,1026,11.7,10.8,7.6,73,0
2015-12-25,720,6.4,250.4,7.6,1027,9.7,8.7,6.6,81,0.5
2015-12-24,720,5.2,193.2,52.3,1026,7.5,6.6,4.8,82,0
2015-12-23,720,7.5,242.6,21.7,1025,9.2,8.2,6,73,0
2015-12-22,720,9.3,245.6,23.7,1023,9.8,8.9,6.6,79,0.2
2015-12-21,714,7.1,231,11.9,1021,8.6,7.4,6,81,2.3
2015-12-20,720,5.9,185,52.3,1021,8.8,7.8,5.7,78,0
2015-12-19,720,4.2,214.7,31.5,1023,8.6,7.5,6.1,88,0
2015-12-18,720,5.2,242.7,6.9,1022,9.9,8.7,7.2,90,5.2
2015-12-17,720,6.1,243.5,22.8,1023,10,9.1,6.6,91,1.4
2015-12-16,720,3.7,189.7,46.9,1026,6.3,5.6,4.1,88,0
2015-12-15,720,3.3,241.1,22.4,1024,5.5,4.8,3.4,87,0
2015-12-14,720,4,179.9,27.4,1023,2.2,1.5,1.7,88,0
2015-12-13,719,7.4,266,10.3,1017,4.9,3.9,3.7,86,1.5
2015-12-12,720,6.4,254.5,44,1020,4.3,3.4,2.8,84,0.7
2015-12-11,720,7.7,231.8,19.6,1023,3.9,2.8,1.4,71,1.4
2015-12-10,720,4.6,205.5,58.1,1034,2.7,2,1.8,79,0
2015-12-09,720,5,259.2,6.6,1033,4.6,3.8,3.8,94,2.7
2015-12-08,718,4.3,183.4,53.7,1032,6.9,6.1,5,82,0
2015-12-07,720,4.1,236.1,26.7,1032,9.3,8.5,6.2,85,0
2015-12-06,720,7.8,234.1,59.2,1025,8.3,7.3,3.6,68,0
2015-12-05,720,5.2,211.3,49.9,1029,5.9,4.8,2.8,72,0
2015-12-04,720,7,229.8,15.2,1027,6.5,5.4,3.6,75,0.4
2015-12-03,720,3.7,232.7,58.4,1029,6.1,5.2,4.4,80,0
2015-12-02,720,6,263.7,8.8,1027,7.9,7.1,5.9,87,0.3
2015-12-01,719,6.9,276.6,35.4,1019,5.5,4.9,4.9,88,4
2015-11-30,720,9.7,264,15,1012,5.9,5,4.2,87,16.6
2015-11-29,720,10.7,240.4,10.3,1010,4.3,3.1,1.5,86,4.8
2015-11-28,719,6.5,236.9,19.1,1010,0.1,-0.7,0.6,87,1.1
2015-11-27,720,2.5,208.8,28.8,1018,1.3,0.5,1.9,87,0
2015-11-26,720,3.2,273.7,9.5,1013,1.8,1.1,2,96,1.2
2015-11-25,720,4.5,213.1,31.7,1006,1.4,0.9,1.4,82,0
2015-11-24,718,5.2,207.9,72.4,1019,-0.4,-1.2,1.3,80,0
2015-11-23,720,4.5,264.2,20.5,1017,-1,-1.6,1.7,95,0.9
2015-11-22,720,5.1,258.9,39.1,1001,0.1,-0.4,2.2,91,0.2
2015-11-21,720,4.3,255.2,32.7,995,2.4,1.7,4.2,91,0.9
2015-11-20,720,5.3,268,11.9,1003,5.5,4.8,6.8,94,5.5
2015-11-19,720,9,257.2,40.8,1010,9.9,8.8,8.3,81,14.4
2015-11-18,720,10.6,263.4,20.9,1010,11.5,10.1,9.1,72,3.1
2015-11-17,720,8.1,238.7,26.9,1010,10.8,9.8,9.1,88,4.2
2015-11-16,720,6.2,257.7,70.4,1014,10,9.4,9.4,88,2.6
2015-11-15,720,10.9,256.1,11.7,1010,8.4,7.6,7.6,97,15.2
2015-11-14,719,7.7,263.4,39.1,1022,5.4,4.6,6.2,82,4.3
2015-11-13,720,6.2,224.5,58.5,1022,10.4,9.8,9,77,1.2
2015-11-12,720,4.8,248.7,40.8,1025,9.9,9.4,9.6,82,0
2015-11-11,719,6,260,31.2,1023,12.2,11.5,11.3,89,0.9
2015-11-10,720,8.3,266,19.1,1020,13.3,12.7,11,77,0
2015-11-09,720,7.7,254,38.7,1020,14,12.8,10.8,78,1.4
2015-11-08,720,5.4,243.3,88.9,1027,13.2,12.3,11,78,0
2015-11-07,719,5.6,250.3,27.6,1024,14.4,13.4,11.5,90,3.5
2015-11-06,720,4.1,216.8,46.8,1023,13.2,12.2,9.4,74,0
2015-11-05,720,2.6,227.3,68.6,1022,12.7,11.9,9,76,0
2015-11-04,720,3.7,238.9,53.6,1021,10.6,9.3,6,59,0
2015-11-03,720,3.7,174.7,101.7,1022,9.5,8.4,5.3,52,0
2015-11-02,720,4.1,179.1,105.5,1028,10.7,9.3,5.9,41,0
2015-11-01,720,5.6,180.1,108,1031,10.6,9.8,7.1,57,0
2015-10-31,720,4.6,151,106.8,1030,10.5,9.4,7.2,66,0
2015-10-30,720,2,179.5,44.4,1028,8.8,8.7,8.8,90,0
2015-10-29,720,3.3,232.2,61.2,1018,7.8,7.5,7.1,90,0
2015-10-28,720,3.3,167.6,106.5,1014,7.9,7.1,6.6,84,0
2015-10-27,720,3.3,143.6,100.4,1019,8.3,7.1,7,85,0
2015-10-26,719,2.7,115,96.8,1024,9,8.7,8.6,88,0
2015-10-25,691,3.2,262.2,34.8,1023,9.5,9.1,8.7,92,0.2
2015-10-24,720,3.7,187.2,120.7,1020,8.5,7.8,7.1,80,0
2015-10-23,720,4.7,268.3,75.2,1022,8.8,8.3,8.9,88,0.1
2015-10-22,720,5.1,240.7,61.5,1016,8,7.7,8,87,0.5
2015-10-21,720,3.6,271.7,36,1019,6.9,6.7,8.1,95,0.2
2015-10-20,720,3.3,275.3,23.8,1019,5.7,5.5,7.1,98,8.5
2015-10-19,720,1.7,259,79.2,1019,6.3,6.6,8.6,94,0
2015-10-18,720,1.1,148,31,1018,6.5,6.3,7.7,96,0.3
2015-10-17,720,1.6,266.2,26.6,1018,6.1,6,7.5,99,3.9
2015-10-16,720,2.6,268,18.7,1015,5.5,5.5,7,100,3.7
